Year,Value,SERIES
2017,0.79,EG_EGY_RNEW
2018,1.45,EG_EGY_RNEW
2019,1.42,EG_EGY_RNEW
2020,1.91,EG_EGY_RNEW
2021,3.64,EG_EGY_RNEW
