Year,Value,SERIES
2015,3.5,_L_GH_080901_01
2016,3.7,_L_GH_080901_01
2017,3.9,_L_GH_080901_01
2018,3.8,_L_GH_080901_01
2019,3.7,_L_GH_080901_01
2020,2.4,_L_GH_080901_01
2021,2.2,_L_GH_080901_01
2015,4.1,_L_GH_080901_02
2016,2.3,_L_GH_080901_02
2017,7.6,_L_GH_080901_02
2018,3.2,_L_GH_080901_02
2019,6.0,_L_GH_080901_02
2020,-37.0,_L_GH_080901_02
2021,4.3,_L_GH_080901_02
