Year,Value,SERIES
2014,495.47,_L_GH_080501_01
2015,898.65,_L_GH_080501_01
2017,972.0,_L_GH_080501_01
2015,5.62,SL_EMP_EARN
2017,6.08,SL_EMP_EARN
