Year,Value,SERIES
2010,4.3,FB_ATM_TOTL
2011,4.4,FB_ATM_TOTL
2012,5.9,FB_ATM_TOTL
2013,8.8,FB_ATM_TOTL
2014,8.9,FB_ATM_TOTL
2015,11.1,FB_ATM_TOTL
2016,12.1,FB_ATM_TOTL
2017,12.5,FB_ATM_TOTL
2018,12.8,FB_ATM_TOTL
2019,11.3,FB_ATM_TOTL
2010,5.7,FB_CBK_BRCH
2011,5.7,FB_CBK_BRCH
2012,6.1,FB_CBK_BRCH
2013,6.1,FB_CBK_BRCH
2014,7.4,FB_CBK_BRCH
2015,7.6,FB_CBK_BRCH
2016,8.5,FB_CBK_BRCH
2017,9.2,FB_CBK_BRCH
2018,9.3,FB_CBK_BRCH
2019,6.3,FB_CBK_BRCH
