Year,Value,UNIT_MEASURE,SERIES
2017,39.3,PT,EN_LND_SLUM
2018,39.2,PT,EN_LND_SLUM
2019,38.9,PT,EN_LND_SLUM
2020,28.2,PT,EN_LND_SLUM
2017,5500000.0,NUMBER,EN_LND_SLUMN
2018,5970000.0,NUMBER,EN_LND_SLUMN
2019,5950000.0,NUMBER,EN_LND_SLUMN
2020,8800000.0,NUMBER,EN_LND_SLUMN
