Year,Value,UNIT_MEASURE,SERIES
2016,11.7,PT,NV_IND_MANF
2017,10.9,PT,NV_IND_MANF
2018,10.9,PT,NV_IND_MANF
2019,10.9,PT,NV_IND_MANF
2020,11.7,PT,NV_IND_MANF
2021,11.4,PT,NV_IND_MANF
2016,839.0,_L_GH_CEDI,NV_IND_MANFPC
2017,921.0,_L_GH_CEDI,NV_IND_MANFPC
2018,1055.0,_L_GH_CEDI,NV_IND_MANFPC
2019,1196.0,_L_GH_CEDI,NV_IND_MANFPC
2020,1393.0,_L_GH_CEDI,NV_IND_MANFPC
2021,1593.0,_L_GH_CEDI,NV_IND_MANFPC
