Year,Value,SERIES
2011,2.6,SN_STA_OVWGT
2014,2.6,SN_STA_OVWGT
2017,1.4,SN_STA_OVWGT
2011,6.2,SH_STA_WAST
2014,4.7,SH_STA_WAST
2017,6.8,SH_STA_WAST
2011,13.4,_L_GH_020202
2014,11.0,_L_GH_020202
2017,12.6,_L_GH_020202
