Year,Value,SERIES
2017,43.9,_L_GH_040201_01
2017,93.3,_L_GH_040201_02
2017,66.6,_L_GH_040201_03
2017,84.7,_L_GH_040201_04
2011,26.3,_L_GH_040201_01
2011,97.3,_L_GH_040201_02
2011,72.9,_L_GH_040201_03
2011,89.0,_L_GH_040201_04
