Year,Value,SERIES
2016,12.7,SG_GEN_PARL
2017,13.4,SG_GEN_PARL
2019,13.8,SG_GEN_PARL
2016,5.0,SG_GEN_LOCGELS
2017,5.0,SG_GEN_LOCGELS
2019,3.2,SG_GEN_LOCGELS
2016,10.3,_L_GH_050501_01
2017,14.8,_L_GH_050501_01
2019,14.8,_L_GH_050501_01
