Year,Value,SERIES
2015,20.0,_L_GH_170301_01
2016,26.0,_L_GH_170301_01
2017,32.0,_L_GH_170301_01
2018,24.0,_L_GH_170301_01
2015,18.9,_L_GH_170301_02
2016,12.2,_L_GH_170301_02
2017,10.2,_L_GH_170301_02
