Year,Value,SERIES
2017,23.9,_L_GH_081002_01
2018,32.6,_L_GH_081002_01
2019,32.5,_L_GH_081002_01
2020,38.5,_L_GH_081002_01
2021,48.3,_L_GH_081002_01
2017,11.1,_L_GH_081002_02
2018,13.1,_L_GH_081002_02
2019,14.5,_L_GH_081002_02
2020,17.1,_L_GH_081002_02
2021,17.9,_L_GH_081002_02
