Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,A,0,GC_GOB_TAXD,,PT,,49.6
2017,A,0,GC_GOB_TAXD,,PT,,63.2
2018,A,0,GC_GOB_TAXD,,PT,,64.3
2019,A,0,GC_GOB_TAXD,,PT,,75.6
