Year,COMPOSITE_BREAKDOWN,Value
2017,_L_GH_AGRIC,0.5
2017,_L_GH_INDUSTRY,0.2
2017,_L_GH_SERVICES,0.9
2018,_L_GH_AGRIC,0.4
2018,_L_GH_INDUSTRY,0.2
2018,_L_GH_SERVICES,0.9
2019,_L_GH_AGRIC,0.4
2019,_L_GH_INDUSTRY,0.2
2019,_L_GH_SERVICES,0.9
