Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2020,A,0,_L_GH_140101_01,,KM2,,152134672
2019,A,0,_L_GH_140101_01,,KM2,,179760103
2017,A,0,_L_GH_140101_01,,KM2,,56875108
2016,A,0,_L_GH_140101_01,,KM2,,33579283
