Year,SERIES,Value
2011,SN_STA_OVWGT,2.6
2014,SN_STA_OVWGT,2.6
2017,SN_STA_OVWGT,1.4
2011,SH_STA_WAST,6.2
2014,SH_STA_WAST,4.7
2017,SH_STA_WAST,6.8
2011,_L_GH_020202,13.4
2014,_L_GH_020202,11.0
2017,_L_GH_020202,12.6
