Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,A,0,GB_XPD_RSDV,,PT,,0.05
2018,A,0,GB_XPD_RSDV,,PT,,0.08
2019,A,0,GB_XPD_RSDV,,PT,,0.08
2020,A,0,GB_XPD_RSDV,,PT,,0.15
2021,A,0,GB_XPD_RSDV,,PT,,0.12
