Year,SERIES,UNIT_MEASURE,Value
2016,NV_IND_MANF,PT,11.7
2017,NV_IND_MANF,PT,10.9
2018,NV_IND_MANF,PT,10.9
2019,NV_IND_MANF,PT,10.9
2020,NV_IND_MANF,PT,11.7
2021,NV_IND_MANF,PT,11.4
2016,NV_IND_MANFPC,_L_GH_CEDI,839.0
2017,NV_IND_MANFPC,_L_GH_CEDI,921.0
2018,NV_IND_MANFPC,_L_GH_CEDI,1055.0
2019,NV_IND_MANFPC,_L_GH_CEDI,1196.0
2020,NV_IND_MANFPC,_L_GH_CEDI,1393.0
2021,NV_IND_MANFPC,_L_GH_CEDI,1593.0
