Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2003,A,0,SH_DYN_MORT,,PER_100000_LIVE_BIRTHS,,111
2008,A,0,SH_DYN_MORT,,PER_100000_LIVE_BIRTHS,,80
2014,A,0,SH_DYN_MORT,,PER_100000_LIVE_BIRTHS,,60
2017,A,0,SH_DYN_MORT,,PER_100000_LIVE_BIRTHS,,56
