Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,GeoCode,Value
2013,A,0,SL_DOM_TSPD,,,,_L_GH_MINUTE,,42.8
2013,A,0,SL_DOM_TSPD,,M,,_L_GH_MINUTE,,33.2
2013,A,0,SL_DOM_TSPD,,F,,_L_GH_MINUTE,,51.6
2013,A,0,SL_DOM_TSPD,,,U,_L_GH_MINUTE,,47.1
2013,A,0,SL_DOM_TSPD,,,R,_L_GH_MINUTE,,40.0
