Year,SERIES,UNIT_MEASURE,Value
2016,NV_IND_MANF,PT,11.2
2017,NV_IND_MANF,PT,10.46
2018,NV_IND_MANF,PT,10.46
2016,NV_IND_MANFPC,CUR_LCU,845.05
2017,NV_IND_MANFPC,CUR_LCU,927.61
2018,NV_IND_MANFPC,CUR_LCU,1061.67
