Year,SERIES,Value
2016,SG_GEN_PARL,12.7
2017,SG_GEN_PARL,13.4
2019,SG_GEN_PARL,13.8
2016,SG_GEN_LOCGELS,5.0
2017,SG_GEN_LOCGELS,5.0
2019,SG_GEN_LOCGELS,3.2
2016,_L_GH_050501_01,10.3
2017,_L_GH_050501_01,14.8
2019,_L_GH_050501_01,14.8
