Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2011,A,0,SN_STA_OVWGT,,PT,,2.6
2014,A,0,SN_STA_OVWGT,,PT,,2.6
2017,A,0,SN_STA_OVWGT,,PT,,1.4
2011,A,0,SH_STA_WAST,,PT,,6.2
2014,A,0,SH_STA_WAST,,PT,,4.7
2017,A,0,SH_STA_WAST,,PT,,6.8
2011,A,0,_L_GH_020202,,PT,,13.4
2014,A,0,_L_GH_020202,,PT,,11.0
2017,A,0,_L_GH_020202,,PT,,12.6
