Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,GeoCode,Value
2017,A,0,EN_ATM_CO2,,_L_GH_AGRIC,KG_CO2_PER_GDP_CON_PPP_USD,,0.5
2017,A,0,EN_ATM_CO2,,_L_GH_INDUSTRY,KG_CO2_PER_GDP_CON_PPP_USD,,0.2
2017,A,0,EN_ATM_CO2,,_L_GH_SERVICES,KG_CO2_PER_GDP_CON_PPP_USD,,0.9
2018,A,0,EN_ATM_CO2,,_L_GH_AGRIC,KG_CO2_PER_GDP_CON_PPP_USD,,0.4
2018,A,0,EN_ATM_CO2,,_L_GH_INDUSTRY,KG_CO2_PER_GDP_CON_PPP_USD,,0.2
2018,A,0,EN_ATM_CO2,,_L_GH_SERVICES,KG_CO2_PER_GDP_CON_PPP_USD,,0.9
2019,A,0,EN_ATM_CO2,,_L_GH_AGRIC,KG_CO2_PER_GDP_CON_PPP_USD,,0.4
2019,A,0,EN_ATM_CO2,,_L_GH_INDUSTRY,KG_CO2_PER_GDP_CON_PPP_USD,,0.2
2019,A,0,EN_ATM_CO2,,_L_GH_SERVICES,KG_CO2_PER_GDP_CON_PPP_USD,,0.9
