Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,A,0,_L_GH_010501_04,,PER_100000_POP,,997
2018,A,0,_L_GH_010501_04,,PER_100000_POP,,1063
2019,A,0,_L_GH_010501_04,,PER_100000_POP,,739
2020,A,0,_L_GH_010501_04,,PER_100000_POP,,1184
