Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,A,0,SH_STA_MALR,,PER_1000_POP,,214.0
2016,A,0,SH_STA_MALR,,PER_1000_POP,,160.0
2017,A,0,SH_STA_MALR,,PER_1000_POP,,170.59
2018,A,0,SH_STA_MALR,,PER_1000_POP,,185.4
