Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,A,0,VC_PRS_UNSNT,,PT,,18.2
2016,A,0,VC_PRS_UNSNT,,PT,,17.8
2017,A,0,VC_PRS_UNSNT,,PT,,13.6
2018,A,0,VC_PRS_UNSNT,,PT,,13.1
