Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2012,A,0,BX_TRF_PWKR,,PT,,4.7
2013,A,0,BX_TRF_PWKR,,PT,,3.8
2014,A,0,BX_TRF_PWKR,,PT,,5.2
2015,A,0,BX_TRF_PWKR,,PT,,6.6
2016,A,0,BX_TRF_PWKR,,PT,,3.4
2017,A,0,BX_TRF_PWKR,,PT,,5.5
2018,A,0,BX_TRF_PWKR,,PT,,3.9
2019,A,0,BX_TRF_PWKR,,PT,,3.8
